batch_idx,n_new,acc_running,cumulative_regret,acc_ds1000,acc_ddxplus,acc_hotpotqa,n_reeval,n_reeval_recovered,n_sdft_pairs,kl_loss,mem_size,gen_time_s,reeval_time_s,train_time_s
244,10,0.5629,1071.0000,0.4495,0.6564,0.5358,90,0,69,0.006709,1463,5.5,27.6,105.6
245,10,0.5642,1072.0000,0.4504,0.6571,0.5379,90,0,70,0.010956,1472,3.6,32.2,115.9
246,10,0.5652,1074.0000,0.4515,0.6585,0.5383,90,0,71,0.013537,1480,3.8,29.3,445.0
247,10,0.5657,1077.0000,0.4509,0.6593,0.5393,90,0,72,0.007154,1487,5.4,30.7,444.8
248,10,0.5655,1082.0000,0.4527,0.6586,0.5380,90,0,69,0.007774,1492,2.6,31.6,443.3
245,10,0.5642,1072.0000,0.4504,0.6571,0.5379,90,1,71,0.014176,1473,3.9,31.3,107.1
246,10,0.5652,1074.0000,0.4515,0.6585,0.5383,90,0,72,0.010764,1481,3.8,28.4,442.4
245,10,0.5642,1072.0000,0.4504,0.6571,0.5379,90,1,71,0.014341,1473,3.8,31.8,107.4
246,10,0.5652,1074.0000,0.4515,0.6585,0.5383,90,0,72,0.013921,1481,3.8,29.1,103.5
247,10,0.5657,1077.0000,0.4509,0.6593,0.5393,90,0,72,0.009598,1488,5.3,29.9,103.5
248,10,0.5655,1082.0000,0.4527,0.6586,0.5380,90,0,69,0.004111,1493,2.6,31.6,443.2
249,10,0.5664,1084.0000,0.4527,0.6600,0.5385,90,0,69,0.004944,1501,2.0,32.4,443.1
250,10,0.5665,1088.0000,0.4529,0.6587,0.5400,90,0,70,0.005569,1507,2.3,31.3,444.9
251,10,0.5663,1093.0000,0.4530,0.6591,0.5387,90,0,70,0.006073,1512,2.4,29.2,445.1
252,10,0.5668,1096.0000,0.4548,0.6604,0.5374,90,0,70,0.001575,1519,3.4,31.2,445.1
253,10,0.5681,1097.0000,0.4557,0.6621,0.5384,90,0,71,0.006787,1528,1.8,30.3,443.2
254,10,0.5686,1100.0000,0.4557,0.6628,0.5387,90,0,71,0.003916,1535,2.1,26.4,444.9
255,10,0.5687,1104.0000,0.4550,0.6625,0.5392,90,0,68,0.004752,1541,3.4,24.8,444.9
256,10,0.5696,1106.0000,0.4559,0.6622,0.5412,90,1,69,0.009476,1550,2.0,24.9,445.1
257,10,0.5713,1106.0000,0.4568,0.6635,0.5437,90,0,72,0.006624,1560,5.4,19.6,289.8
258,10,0.5722,1108.0000,0.4577,0.6628,0.5461,90,1,76,0.010709,1569,2.2,22.9,116.4
259,10,0.5715,1114.0000,0.4571,0.6619,0.5459,90,1,73,0.004885,1574,4.4,22.6,140.8
260,10,0.5728,1115.0000,0.4588,0.6629,0.5469,90,2,78,0.003435,1585,4.0,26.0,255.0
261,10,0.5729,1119.0000,0.4591,0.6638,0.5462,90,0,78,0.004182,1591,7.5,27.3,270.6
262,10,0.5726,1124.0000,0.4569,0.6648,0.5460,90,0,74,0.003029,1596,9.9,31.0,116.8
263,10,0.5727,1128.0000,0.4554,0.6651,0.5473,90,0,71,0.005568,1602,2.5,39.5,227.3
264,10,0.5728,1132.0000,0.4571,0.6642,0.5472,90,1,71,0.005967,1609,3.8,38.3,226.7
265,10,0.5733,1135.0000,0.4566,0.6648,0.5481,90,0,71,0.003552,1616,3.9,41.1,227.3
266,10,0.5734,1139.0000,0.4575,0.6651,0.5474,90,0,69,0.007661,1622,4.4,43.3,226.7
267,10,0.5739,1142.0000,0.4601,0.6651,0.5472,90,0,66,0.007254,1629,5.9,40.8,212.3
268,10,0.5740,1146.0000,0.4602,0.6642,0.5482,90,0,64,0.013008,1635,2.9,44.9,227.2
269,10,0.5744,1149.0000,0.4602,0.6657,0.5474,90,1,66,0.007676,1643,1.8,42.6,181.8
270,10,0.5745,1153.0000,0.4611,0.6658,0.5471,90,1,64,0.009665,1650,2.6,40.9,310.3
271,10,0.5750,1156.0000,0.4627,0.6661,0.5469,90,0,65,0.009893,1657,3.4,35.2,316.5
272,10,0.5744,1162.0000,0.4613,0.6658,0.5463,90,0,64,0.012306,1661,2.9,30.6,318.8
273,10,0.5745,1166.0000,0.4599,0.6664,0.5467,90,1,65,0.010764,1668,8.1,30.9,291.5
274,10,0.5749,1169.0000,0.4600,0.6673,0.5469,90,0,66,0.011267,1675,3.7,35.6,291.0
275,10,0.5757,1171.0000,0.4608,0.6679,0.5477,90,1,68,0.012234,1684,2.5,33.9,305.9
276,10,0.5769,1172.0000,0.4609,0.6699,0.5482,90,0,69,0.009820,1693,7.4,32.0,106.1
277,10,0.5766,1177.0000,0.4611,0.6693,0.5480,90,0,66,0.004816,1698,3.2,33.1,273.7
278,10,0.5760,1183.0000,0.4597,0.6693,0.5469,90,0,64,0.006150,1702,2.5,32.8,271.1
279,10,0.5768,1185.0000,0.4598,0.6702,0.5482,90,0,65,0.003051,1710,3.9,33.1,318.8
280,10,0.5762,1191.0000,0.4584,0.6702,0.5474,90,0,63,0.002367,1714,5.8,34.5,281.6
281,10,0.5755,1197.0000,0.4570,0.6693,0.5473,90,0,60,0.005779,1718,4.6,36.2,114.6
282,10,0.5760,1200.0000,0.4573,0.6693,0.5487,90,0,62,0.006310,1725,3.2,40.5,100.0
283,10,0.5761,1204.0000,0.4566,0.6704,0.5476,90,1,63,0.006661,1732,2.5,31.8,96.4
284,10,0.5772,1205.0000,0.4574,0.6707,0.5498,90,0,65,0.005934,1741,2.3,32.3,98.4
285,10,0.5780,1207.0000,0.4582,0.6718,0.5497,90,0,65,0.007875,1749,5.3,32.1,292.4
286,10,0.5787,1209.0000,0.4582,0.6726,0.5505,90,0,64,0.006021,1757,2.0,29.1,284.2
287,10,0.5792,1212.0000,0.4582,0.6729,0.5508,90,0,66,0.004695,1764,1.9,29.2,286.6
288,10,0.5799,1214.0000,0.4590,0.6729,0.5521,90,0,69,0.002870,1772,2.5,28.8,439.3
289,10,0.5797,1219.0000,0.4591,0.6720,0.5520,90,0,66,0.003563,1777,2.3,25.9,362.0
290,10,0.5801,1222.0000,0.4607,0.6722,0.5515,90,0,69,0.007177,1784,2.7,24.4,439.7
291,10,0.5808,1224.0000,0.4601,0.6731,0.5531,90,0,73,0.004618,1792,3.4,22.5,440.1
292,10,0.5812,1227.0000,0.4609,0.6728,0.5539,90,0,73,0.005145,1799,2.2,22.8,440.2
293,10,0.5810,1232.0000,0.4595,0.6727,0.5538,90,1,73,0.002440,1805,4.9,22.7,445.7
294,10,0.5820,1233.0000,0.4603,0.6735,0.5550,90,1,74,0.002627,1815,2.3,25.1,445.3
295,10,0.5814,1239.0000,0.4619,0.6727,0.5534,90,0,70,0.002084,1819,2.4,21.3,415.5
296,10,0.5815,1243.0000,0.4621,0.6732,0.5532,90,0,68,0.003560,1825,5.8,21.7,451.2
297,10,0.5815,1247.0000,0.4614,0.6737,0.5530,90,0,67,0.002215,1831,2.7,25.9,415.4
298,10,0.5826,1248.0000,0.4622,0.6748,0.5541,90,1,69,0.006897,1841,2.4,25.8,451.3
299,10,0.5827,1252.0000,0.4616,0.6750,0.5544,90,0,70,0.004915,1847,7.4,26.0,451.2
300,10,0.5827,1256.0000,0.4610,0.6750,0.5547,90,0,69,0.002920,1853,2.5,30.5,451.3
301,10,0.5831,1259.0000,0.4611,0.6758,0.5546,90,0,67,0.001786,1860,2.5,28.2,411.3
302,10,0.5835,1262.0000,0.4604,0.6765,0.5549,90,1,68,0.004972,1868,2.2,28.7,411.8
303,10,0.5832,1267.0000,0.4607,0.6760,0.5548,90,0,67,0.012266,1873,2.9,27.2,374.3
304,10,0.5820,1275.0000,0.4587,0.6738,0.5548,90,0,60,0.012081,1875,3.6,27.8,90.7
305,10,0.5817,1280.0000,0.4588,0.6735,0.5542,90,0,61,0.010772,1880,2.0,29.1,81.7
306,10,0.5824,1282.0000,0.4596,0.6745,0.5544,90,1,63,0.007100,1889,2.6,25.2,263.2
307,10,0.5818,1288.0000,0.4590,0.6742,0.5534,90,0,61,0.002708,1893,3.6,25.2,443.7
308,10,0.5816,1293.0000,0.4565,0.6745,0.5545,90,0,57,0.002874,1898,7.7,26.5,329.6
309,10,0.5823,1295.0000,0.4587,0.6742,0.5554,90,0,59,0.002704,1906,2.5,22.0,443.6
310,10,0.5817,1301.0000,0.4589,0.6737,0.5542,90,0,57,0.004036,1910,7.5,21.9,443.7
311,10,0.5804,1309.0000,0.4569,0.6731,0.5528,90,0,51,0.006261,1912,4.7,31.7,443.8
312,10,0.5802,1314.0000,0.4599,0.6721,0.5517,90,1,50,0.007527,1918,2.8,30.7,443.6
313,10,0.5806,1317.0000,0.4607,0.6723,0.5516,90,0,51,0.010960,1925,2.3,30.6,443.7
314,10,0.5813,1319.0000,0.4614,0.6728,0.5523,90,1,58,0.008759,1934,3.0,29.3,443.7
315,10,0.5807,1325.0000,0.4608,0.6718,0.5524,90,1,58,0.012607,1939,2.6,29.0,443.8
316,10,0.5811,1328.0000,0.4616,0.6713,0.5539,90,0,55,0.010966,1946,3.0,30.5,235.4
317,10,0.5811,1332.0000,0.4611,0.6715,0.5542,90,0,57,0.010208,1952,3.3,30.0,236.9
318,10,0.5803,1339.0000,0.4599,0.6717,0.5522,90,0,55,0.011990,1955,5.0,29.0,272.8
319,10,0.5806,1342.0000,0.4607,0.6712,0.5537,90,1,55,0.011380,1963,3.8,31.3,136.3
320,10,0.5810,1345.0000,0.4608,0.6710,0.5552,90,1,58,0.012160,1971,3.3,29.1,121.2
321,10,0.5807,1350.0000,0.4603,0.6712,0.5546,90,0,61,0.012123,1976,4.2,26.3,125.0
322,10,0.5808,1354.0000,0.4611,0.6714,0.5540,90,1,63,0.010052,1983,5.6,27.9,280.6
323,10,0.5812,1357.0000,0.4605,0.6719,0.5544,90,1,64,0.011155,1991,2.7,31.3,128.8
324,10,0.5812,1361.0000,0.4593,0.6726,0.5543,90,1,63,0.008594,1998,4.0,30.8,280.1
325,10,0.5813,1365.0000,0.4594,0.6724,0.5546,90,0,64,0.013326,2004,2.8,32.3,110.3
326,10,0.5807,1371.0000,0.4588,0.6714,0.5544,90,0,61,0.013079,2008,4.5,31.6,118.3
327,10,0.5814,1373.0000,0.4602,0.6723,0.5542,90,0,62,0.006987,2016,2.8,33.3,124.3
328,10,0.5812,1378.0000,0.4590,0.6716,0.5553,90,0,62,0.014253,2021,2.3,30.9,126.7
329,10,0.5815,1381.0000,0.4585,0.6728,0.5552,90,0,62,0.009983,2028,4.9,29.3,93.8
330,10,0.5816,1385.0000,0.4586,0.6720,0.5562,90,1,62,0.008034,2035,3.3,31.1,114.0
331,10,0.5813,1390.0000,0.4574,0.6720,0.5561,90,0,60,0.010559,2040,3.9,29.9,97.2
332,10,0.5817,1393.0000,0.4574,0.6722,0.5564,90,0,61,0.005007,2047,1.9,28.2,92.8
333,10,0.5814,1398.0000,0.4575,0.6717,0.5562,90,0,59,0.005870,2052,2.8,27.5,146.6
334,10,0.5818,1401.0000,0.4589,0.6722,0.5556,90,0,60,0.017406,2059,6.7,27.1,131.1
335,10,0.5813,1407.0000,0.4597,0.6715,0.5546,90,0,58,0.012147,2063,3.2,30.9,142.9
335,10,0.5813,1407.0000,0.4597,0.6715,0.5546,90,0,58,0.010725,2063,3.8,30.5,286.6
336,10,0.5813,1411.0000,0.4598,0.6712,0.5549,90,0,60,0.013465,2069,3.7,29.5,125.5
337,10,0.5811,1416.0000,0.4581,0.6707,0.5560,90,0,57,0.007150,2074,4.9,30.0,295.3
338,10,0.5811,1420.0000,0.4576,0.6705,0.5568,90,1,59,0.014755,2081,2.7,32.9,293.4
339,10,0.5812,1424.0000,0.4585,0.6707,0.5566,90,0,58,0.011370,2087,3.1,30.3,294.7
340,10,0.5809,1429.0000,0.4585,0.6707,0.5556,90,0,57,0.009163,2092,1.9,30.6,292.1
341,10,0.5810,1433.0000,0.4592,0.6711,0.5546,90,0,58,0.011493,2098,2.1,28.1,294.0
342,10,0.5805,1439.0000,0.4600,0.6704,0.5536,90,0,55,0.014481,2102,3.5,32.1,294.5
343,10,0.5802,1444.0000,0.4588,0.6704,0.5535,90,0,55,0.011724,2107,5.0,29.2,294.6
344,10,0.5797,1450.0000,0.4576,0.6690,0.5542,90,1,53,0.014865,2112,4.4,29.9,294.1
345,10,0.5801,1453.0000,0.4583,0.6697,0.5537,90,0,56,0.012185,2119,2.1,29.7,301.2
346,10,0.5810,1454.0000,0.4590,0.6704,0.5547,90,0,59,0.009129,2128,2.3,28.3,301.4
347,10,0.5813,1457.0000,0.4590,0.6703,0.5554,90,0,60,0.011285,2135,2.0,25.6,191.6
348,10,0.5817,1460.0000,0.4585,0.6715,0.5553,90,0,61,0.009347,2142,4.0,24.9,258.4
349,10,0.5817,1464.0000,0.4575,0.6717,0.5560,90,0,61,0.013995,2148,3.3,24.7,201.2
350,10,0.5812,1470.0000,0.4577,0.6710,0.5555,90,1,61,0.011096,2153,10.8,26.8,256.0
351,10,0.5818,1472.0000,0.4585,0.6717,0.5558,90,0,63,0.017335,2161,2.7,35.5,255.3
352,10,0.5813,1478.0000,0.4585,0.6714,0.5544,90,0,63,0.012598,2165,1.8,36.1,255.5
353,10,0.5816,1481.0000,0.4579,0.6723,0.5546,90,0,64,0.009406,2172,9.6,30.6,298.2
354,10,0.5814,1486.0000,0.4568,0.6727,0.5541,90,1,66,0.021318,2178,3.5,35.5,120.4
355,10,0.5812,1491.0000,0.4568,0.6721,0.5542,90,0,64,0.015289,2183,1.9,36.9,123.6
356,10,0.5801,1499.0000,0.4545,0.6716,0.5533,90,0,57,0.006250,2185,4.5,36.6,123.9
357,10,0.5802,1503.0000,0.4534,0.6723,0.5535,90,1,57,0.007485,2192,3.1,38.5,130.4
358,10,0.5802,1507.0000,0.4535,0.6725,0.5533,90,0,55,0.008086,2198,2.3,38.7,175.1
359,10,0.5794,1514.0000,0.4524,0.6718,0.5524,90,0,52,0.004120,2201,9.4,38.0,162.8
360,10,0.5798,1517.0000,0.4520,0.6720,0.5535,90,0,54,0.006255,2208,4.3,35.1,206.2
361,10,0.5801,1520.0000,0.4515,0.6731,0.5533,90,1,54,0.003169,2216,8.3,37.4,165.2
362,10,0.5804,1523.0000,0.4521,0.6733,0.5535,90,2,59,0.003133,2225,4.2,44.1,298.1
363,10,0.5813,1524.0000,0.4529,0.6739,0.5549,90,1,60,0.004532,2235,5.3,39.4,442.8
364,10,0.5816,1527.0000,0.4524,0.6741,0.5556,90,0,61,0.006187,2242,2.4,41.8,443.0
365,10,0.5817,1531.0000,0.4524,0.6741,0.5554,90,0,61,0.008040,2248,2.1,41.9,349.5
366,10,0.5820,1534.0000,0.4513,0.6747,0.5561,90,1,67,0.005955,2256,3.5,39.4,436.2
367,10,0.5821,1538.0000,0.4520,0.6755,0.5548,90,0,66,0.004920,2262,4.3,39.8,441.5
368,10,0.5827,1540.0000,0.4522,0.6759,0.5558,90,0,68,0.003441,2270,2.8,42.0,441.4
365,10,0.5817,1531.0000,0.4524,0.6741,0.5554,90,0,61,0.007809,2248,2.6,41.9,441.1
366,10,0.5820,1534.0000,0.4513,0.6747,0.5561,90,1,67,0.004240,2256,3.5,39.7,304.9
367,10,0.5821,1538.0000,0.4520,0.6755,0.5548,90,0,66,0.005672,2262,4.3,39.9,342.6
368,10,0.5827,1540.0000,0.4522,0.6759,0.5558,90,0,68,0.002480,2270,2.7,42.6,441.3
369,10,0.5827,1544.0000,0.4523,0.6761,0.5556,90,0,70,0.003094,2276,7.3,34.9,448.9
370,10,0.5836,1545.0000,0.4524,0.6772,0.5567,90,0,72,0.009236,2285,3.4,37.1,455.9
371,10,0.5841,1547.0000,0.4537,0.6767,0.5580,90,0,73,0.004629,2293,3.9,32.2,456.0
372,10,0.5839,1552.0000,0.4550,0.6767,0.5569,90,1,72,0.009400,2299,2.5,31.4,456.1
373,10,0.5840,1556.0000,0.4564,0.6760,0.5569,90,0,69,0.013218,2305,4.3,29.5,110.9
374,10,0.5835,1562.0000,0.4553,0.6767,0.5556,90,0,66,0.005799,2309,2.9,30.6,101.3
375,10,0.5835,1566.0000,0.4555,0.6766,0.5558,90,0,66,0.011121,2315,4.4,32.0,455.7
376,10,0.5836,1570.0000,0.4550,0.6766,0.5561,90,1,66,0.006071,2322,2.8,33.5,456.3
377,10,0.5836,1574.0000,0.4550,0.6759,0.5566,90,0,66,0.005714,2328,2.0,31.0,456.1
378,10,0.5834,1579.0000,0.4550,0.6763,0.5553,90,0,63,0.009311,2333,2.6,30.3,339.2
379,10,0.5834,1583.0000,0.4564,0.6763,0.5549,90,0,62,0.009076,2339,11.0,26.3,105.6
380,10,0.5837,1586.0000,0.4578,0.6761,0.5555,90,0,60,0.012224,2346,6.5,33.9,125.2
381,10,0.5838,1590.0000,0.4579,0.6760,0.5554,90,0,58,0.011312,2352,2.6,36.9,122.6
382,10,0.5838,1594.0000,0.4576,0.6760,0.5560,90,0,59,0.010909,2358,3.1,36.6,113.8
383,10,0.5836,1599.0000,0.4582,0.6756,0.5555,90,0,58,0.007888,2363,1.9,33.7,114.7
384,10,0.5834,1604.0000,0.4584,0.6756,0.5550,90,0,58,0.010219,2368,4.0,32.6,108.7
385,10,0.5832,1609.0000,0.4579,0.6758,0.5544,90,0,57,0.010460,2373,3.4,34.8,93.7
386,10,0.5832,1613.0000,0.4580,0.6757,0.5546,90,0,57,0.006301,2379,9.1,35.9,98.7
387,10,0.5832,1617.0000,0.4580,0.6753,0.5549,90,0,57,0.016381,2385,2.4,39.0,96.6
388,10,0.5838,1619.0000,0.4575,0.6755,0.5565,90,1,61,0.016891,2394,3.0,34.9,159.1
389,10,0.5833,1625.0000,0.4571,0.6750,0.5560,90,0,59,0.014075,2398,2.8,26.9,211.6
390,10,0.5836,1628.0000,0.4571,0.6752,0.5560,90,0,59,0.010529,2405,2.0,24.2,154.2
391,10,0.5834,1633.0000,0.4567,0.6746,0.5564,90,1,59,0.007824,2411,5.8,23.0,323.0
392,10,0.5845,1633.0000,0.4573,0.6759,0.5570,90,0,63,0.008976,2421,2.1,25.2,211.5
393,10,0.5850,1635.0000,0.4579,0.6757,0.5583,90,0,66,0.017226,2429,3.4,25.6,139.1
394,10,0.5858,1636.0000,0.4597,0.6757,0.5598,90,0,70,0.006565,2438,4.8,24.3,209.9
395,10,0.5864,1638.0000,0.4597,0.6757,0.5613,90,1,73,0.006737,2447,1.9,26.6,234.6
396,10,0.5872,1639.0000,0.4597,0.6763,0.5625,90,0,75,0.005621,2456,2.2,24.8,419.2
397,10,0.5874,1642.0000,0.4587,0.6768,0.5633,90,1,77,0.007280,2464,6.6,24.3,305.5
398,10,0.5872,1647.0000,0.4599,0.6760,0.5629,90,0,74,0.007822,2469,2.3,28.2,258.6
399,10,0.5870,1652.0000,0.4606,0.6754,0.5627,90,0,74,0.013214,2474,4.8,28.2,300.9
400,10,0.5875,1654.0000,0.4608,0.6764,0.5630,90,1,76,0.010509,2483,28.0,31.4,161.9
401,10,0.5876,1658.0000,0.4614,0.6769,0.5620,90,0,77,0.009698,2489,2.5,53.8,145.2
402,10,0.5871,1664.0000,0.4598,0.6769,0.5616,90,0,71,0.009789,2493,4.7,53.6,331.5
403,10,0.5866,1670.0000,0.4589,0.6763,0.5618,90,0,67,0.008982,2497,14.2,54.7,409.9
404,10,0.5867,1674.0000,0.4595,0.6755,0.5622,90,0,64,0.005172,2503,2.9,64.9,421.2
405,10,0.5869,1677.0000,0.4601,0.6762,0.5616,90,0,62,0.015261,2510,2.8,64.9,414.7
406,10,0.5870,1681.0000,0.4596,0.6762,0.5618,90,0,59,0.009672,2516,4.4,65.5,105.4
407,10,0.5870,1685.0000,0.4592,0.6762,0.5623,90,0,58,0.008877,2522,3.2,64.0,102.5
408,10,0.5868,1690.0000,0.4587,0.6764,0.5618,90,0,57,0.009181,2527,2.9,65.9,103.4
409,10,0.5863,1696.0000,0.4585,0.6760,0.5617,90,0,56,0.008308,2531,14.2,63.7,120.2
410,10,0.5861,1701.0000,0.4586,0.6765,0.5604,90,0,53,0.010080,2536,2.6,52.3,91.9
411,10,0.5864,1704.0000,0.4592,0.6765,0.5610,90,0,54,0.007717,2543,4.5,39.2,95.5
412,10,0.5864,1708.0000,0.4582,0.6771,0.5611,90,1,57,0.004483,2550,4.4,38.2,273.2
413,10,0.5865,1712.0000,0.4583,0.6776,0.5605,90,0,59,0.002791,2556,3.0,29.3,455.9
414,10,0.5860,1718.0000,0.4574,0.6778,0.5597,90,0,57,0.004832,2560,3.0,30.1,274.0
415,10,0.5863,1721.0000,0.4569,0.6782,0.5604,90,0,57,0.004312,2567,2.2,28.8,455.9
416,10,0.5866,1724.0000,0.4575,0.6781,0.5609,90,0,58,0.010058,2574,4.6,26.7,395.2
417,10,0.5859,1731.0000,0.4571,0.6773,0.5602,90,0,55,0.005212,2577,12.6,30.0,290.7
418,10,0.5859,1735.0000,0.4578,0.6771,0.5601,90,0,56,0.007852,2583,27.9,40.6,455.8
419,10,0.5850,1743.0000,0.4564,0.6767,0.5590,90,0,53,0.005277,2585,4.0,62.9,125.7
420,10,0.5853,1746.0000,0.4575,0.6763,0.5595,90,0,55,0.010413,2592,2.7,63.7,124.8
421,9,0.5852,1750.0000,0.4565,0.6763,0.5600,90,0,53,0.007051,2597,5.8,59.3,125.6
