batch_idx,n_new,acc_running,cumulative_regret,n_reeval,n_reeval_recovered,n_sdft_pairs,kl_loss,mem_size,gen_time_s,reeval_time_s,train_time_s
97,10,0.7806,215.0000,90,0,82,0.001482,808,4.6,30.7,60.2
98,10,0.7818,216.0000,90,1,83,0.004417,818,5.8,32.4,59.8
99,10,0.7830,217.0000,90,1,84,0.002854,828,2.9,34.7,59.8
100,10,0.7842,218.0000,90,0,83,0.003987,837,3.6,33.9,59.9
101,10,0.7833,221.0000,90,0,83,0.002247,844,3.9,33.5,60.0
102,10,0.7854,221.0000,90,0,88,0.002780,854,3.9,32.7,60.2
103,10,0.7865,222.0000,90,0,88,0.002181,863,2.6,33.3,60.0
104,10,0.7876,223.0000,90,0,91,0.001406,872,3.4,32.3,59.3
105,10,0.7877,225.0000,90,0,89,0.001752,880,3.9,33.1,59.7
106,10,0.7869,228.0000,90,0,86,0.002369,887,4.5,32.5,60.4
107,10,0.7870,230.0000,90,0,85,0.001687,895,3.1,32.7,60.2
108,10,0.7881,231.0000,90,0,85,0.004225,904,2.9,29.9,60.3
109,10,0.7882,233.0000,90,0,84,0.006044,912,4.4,30.0,59.2
110,10,0.7901,233.0000,90,0,85,0.001580,922,3.3,31.1,62.8
111,10,0.7911,234.0000,90,0,87,0.002624,931,3.6,30.2,63.6
112,10,0.7920,235.0000,90,0,86,0.002312,940,4.2,29.8,60.8
113,10,0.7921,237.0000,90,0,85,0.002222,948,4.2,31.4,69.0
114,10,0.7939,237.0000,90,0,86,0.001195,958,2.3,34.5,66.0
115,10,0.7940,239.0000,90,0,86,0.000927,966,2.6,31.2,64.6
116,10,0.7949,240.0000,90,0,88,0.000550,975,4.4,29.1,67.7
117,10,0.7941,243.0000,90,0,87,0.001416,982,4.3,30.1,65.4
118,10,0.7941,245.0000,90,0,86,0.002414,990,2.9,31.6,69.5
119,10,0.7958,245.0000,90,0,88,0.001516,1000,3.3,29.5,63.0
120,10,0.7959,247.0000,90,0,86,0.002033,1008,3.0,29.6,66.1
121,10,0.7967,248.0000,90,0,86,0.004544,1017,4.0,29.1,70.5
122,10,0.7959,251.0000,90,0,84,0.002032,1024,2.9,28.8,63.1
123,10,0.7952,254.0000,90,0,83,0.002605,1031,3.0,27.3,59.2
124,10,0.7968,254.0000,90,0,83,0.001574,1041,4.9,27.8,65.8
125,10,0.7960,257.0000,90,1,83,0.001291,1049,3.4,30.6,63.7
126,10,0.7969,258.0000,90,1,84,0.001398,1059,3.7,29.5,67.2
127,10,0.7969,260.0000,90,0,85,0.003710,1067,3.3,29.4,65.1
128,10,0.7984,260.0000,90,1,88,0.003558,1078,2.8,29.6,65.6
129,10,0.7969,264.0000,90,0,84,0.001563,1084,3.2,29.3,66.5
130,10,0.7969,266.0000,90,0,83,0.002907,1092,5.1,29.6,65.4
131,10,0.7970,268.0000,90,0,82,0.001344,1100,3.5,30.9,66.6
132,10,0.7962,271.0000,90,0,81,0.001095,1107,4.9,31.4,62.1
133,10,0.7963,273.0000,90,0,82,0.001170,1115,3.0,33.0,66.6
134,10,0.7970,274.0000,90,0,81,0.002372,1124,2.4,31.8,56.1
135,10,0.7971,276.0000,90,0,81,0.006936,1132,3.7,31.0,59.3
136,10,0.7971,278.0000,90,0,80,0.001430,1140,4.1,30.8,57.5
137,10,0.7978,279.0000,90,0,81,0.003430,1149,4.0,31.8,61.4
138,10,0.7986,280.0000,90,1,81,0.002227,1159,3.8,32.8,63.4
139,10,0.7971,284.0000,90,0,81,0.002317,1165,6.1,33.2,64.8
140,10,0.7986,284.0000,90,0,83,0.002345,1175,2.4,32.4,59.5
141,10,0.7979,287.0000,90,0,81,0.001804,1182,3.9,31.4,60.9
142,10,0.7993,287.0000,90,1,85,0.002786,1193,2.8,31.8,59.4
143,10,0.8000,288.0000,90,0,86,0.001328,1202,3.2,31.5,58.2
144,10,0.8014,288.0000,90,0,87,0.004283,1212,4.1,31.6,60.8
145,10,0.8007,291.0000,90,0,86,0.002534,1219,5.1,31.5,63.2
146,10,0.8000,294.0000,90,0,85,0.002232,1226,6.3,32.3,64.2
147,10,0.8000,296.0000,90,0,84,0.000952,1234,3.2,35.0,65.6
148,10,0.8013,296.0000,90,1,86,0.001451,1245,3.7,34.1,62.0
149,10,0.8013,298.0000,90,0,88,0.001955,1253,4.4,32.4,63.7
150,10,0.8026,298.0000,90,0,88,0.001268,1263,3.0,34.3,65.2
151,10,0.8020,301.0000,90,0,87,0.001470,1270,4.1,33.7,63.8
152,10,0.8007,305.0000,90,0,83,0.000996,1276,3.9,35.6,64.1
153,10,0.8019,305.0000,90,0,84,0.000955,1286,4.8,36.3,62.1
154,10,0.8026,306.0000,90,0,83,0.000973,1295,4.4,37.0,64.4
155,10,0.8026,308.0000,90,0,84,0.001110,1303,4.2,36.5,61.7
156,10,0.8032,309.0000,90,0,86,0.000765,1312,4.0,34.6,62.7
157,10,0.8025,312.0000,90,1,85,0.003936,1320,3.0,35.3,62.6
158,10,0.8031,313.0000,90,0,84,0.000724,1329,3.1,34.7,52.1
159,10,0.8025,316.0000,90,0,82,0.000548,1336,3.5,33.2,59.5
160,10,0.8012,320.0000,90,0,78,0.000659,1342,3.4,33.5,58.5
161,10,0.8019,321.0000,90,0,80,0.000599,1351,3.6,32.7,60.0
162,10,0.8018,323.0000,90,1,83,0.001294,1360,4.3,32.6,66.4
163,10,0.8024,324.0000,90,1,83,0.001533,1370,3.2,31.9,63.6
164,10,0.8024,326.0000,90,0,82,0.000611,1378,5.7,30.7,63.7
165,10,0.8018,329.0000,90,0,81,0.000931,1385,3.6,32.4,63.8
166,10,0.8012,332.0000,90,0,79,0.001437,1392,4.0,30.7,63.8
167,10,0.8006,335.0000,90,0,78,0.000399,1399,2.9,32.7,64.4
168,10,0.8012,336.0000,90,0,78,0.001103,1408,2.9,32.6,62.6
169,10,0.8018,337.0000,90,0,80,0.000396,1417,2.3,31.5,63.5
170,10,0.8029,337.0000,90,0,83,0.000617,1427,3.3,30.4,64.3
171,10,0.8023,340.0000,90,1,82,0.000974,1435,3.6,30.4,46.3
172,10,0.8023,342.0000,90,0,82,0.002729,1443,2.9,29.2,54.5
173,10,0.8023,344.0000,90,0,81,0.002481,1451,2.5,28.9,61.4
174,10,0.8029,345.0000,90,0,82,0.001822,1460,4.1,27.0,61.1
175,10,0.8040,345.0000,90,0,85,0.001541,1470,2.7,27.5,59.6
176,10,0.8034,348.0000,90,0,85,0.000633,1477,3.5,26.1,57.1
177,10,0.8034,350.0000,90,0,85,0.000974,1485,4.0,27.3,59.4
178,10,0.8028,353.0000,90,0,83,0.002154,1492,3.6,27.4,58.3
179,10,0.8028,355.0000,90,0,82,0.001193,1500,6.0,34.7,70.6
180,10,0.8028,357.0000,90,1,81,0.000586,1509,4.0,37.3,65.6
181,10,0.8022,360.0000,90,0,81,0.001294,1516,4.8,37.7,68.7
182,10,0.8022,362.0000,90,0,81,0.000484,1524,3.1,39.7,68.8
183,10,0.8027,363.0000,90,0,82,0.000711,1533,3.3,40.1,71.2
184,10,0.8032,364.0000,90,0,82,0.001891,1542,2.6,39.4,71.3
185,10,0.8027,367.0000,90,0,79,0.000579,1549,2.7,39.0,66.4
186,10,0.8027,369.0000,90,0,79,0.000492,1557,3.5,38.3,66.4
187,10,0.8037,369.0000,90,0,81,0.000435,1567,3.4,32.1,67.3
188,10,0.8042,370.0000,90,1,84,0.001951,1577,5.2,31.8,68.2
189,10,0.8053,370.0000,90,0,86,0.001642,1587,3.5,31.0,66.2
190,10,0.8052,372.0000,90,0,86,0.000946,1595,4.5,30.3,64.5
191,10,0.8047,375.0000,90,0,86,0.000504,1602,3.2,31.8,66.4
192,10,0.8041,378.0000,90,0,85,0.001343,1609,4.2,30.0,65.6
193,10,0.8052,378.0000,90,0,86,0.001280,1619,3.0,32.2,63.9
194,10,0.8046,381.0000,90,0,84,0.000889,1626,3.6,31.5,65.8
195,10,0.8041,384.0000,90,0,84,0.001410,1633,3.5,32.4,65.9
196,10,0.8046,385.0000,90,0,84,0.000880,1642,5.5,32.7,66.4
197,10,0.8045,387.0000,90,0,82,0.001495,1650,3.3,37.6,67.3
198,10,0.8040,390.0000,90,0,80,0.002012,1657,4.1,33.1,61.6
199,10,0.8045,391.0000,90,0,79,0.000985,1666,3.9,33.7,60.8
200,10,0.8050,392.0000,90,0,80,0.001367,1675,4.4,33.0,63.8
201,10,0.8054,393.0000,90,0,82,0.002448,1684,2.9,35.0,62.1
202,10,0.8049,396.0000,90,0,82,0.000729,1691,3.6,33.5,59.4
203,10,0.8054,397.0000,90,0,81,0.001291,1700,2.9,33.9,61.5
204,10,0.8054,399.0000,90,0,82,0.000714,1708,3.5,33.0,61.2
205,10,0.8058,400.0000,90,0,84,0.011674,1717,4.4,33.0,61.8
206,10,0.8063,401.0000,90,0,84,0.001148,1726,4.7,32.2,61.9
207,10,0.8067,402.0000,90,0,85,0.000716,1735,3.4,32.6,61.7
208,10,0.8067,404.0000,90,0,86,0.000712,1743,2.8,31.8,62.9
209,10,0.8071,405.0000,90,1,87,0.000725,1753,3.1,31.5,61.4
210,10,0.8076,406.0000,90,0,87,0.000651,1762,3.5,29.7,60.1
211,10,0.8085,406.0000,90,0,88,0.002625,1772,3.4,30.3,61.5
212,10,0.8080,409.0000,90,0,87,0.000443,1779,3.5,29.8,60.3
213,10,0.8079,411.0000,90,1,87,0.001174,1788,5.1,30.9,63.8
214,7,0.8081,412.0000,90,1,86,0.001396,1795,3.0,33.3,63.6
