step,problem_id,db_id,n_icl,correct,cumulative_regret,mem_size
656,656,movie_2,3,1,143.0000,544
657,657,advertising_agencies,3,1,143.0000,545
658,658,art_1,3,1,143.0000,546
659,659,government_shift,3,0,144.0000,546
660,660,advertising_agencies,3,1,144.0000,548
661,661,bakery_1,3,1,144.0000,549
662,662,bakery_1,3,1,144.0000,550
663,663,warehouse_1,3,1,144.0000,551
664,664,aan_1,3,0,145.0000,551
665,665,university_rank,3,1,145.0000,552
666,666,planet_1,3,1,145.0000,553
667,667,movie_2,3,1,145.0000,554
668,668,customers_and_orders,3,1,145.0000,555
669,669,customers_and_orders,3,1,145.0000,556
670,670,warehouse_1,3,1,145.0000,557
671,671,e_commerce,3,0,146.0000,557
672,672,book_press,3,1,146.0000,558
673,673,cre_Doc_and_collections,3,0,147.0000,558
674,674,soccer_3,3,1,147.0000,559
675,675,government_shift,3,0,148.0000,559
676,676,warehouse_1,3,1,148.0000,560
677,677,vehicle_driver,3,0,149.0000,560
678,678,cre_Doc_Workflow,3,1,149.0000,561
679,679,vehicle_driver,3,1,149.0000,562
680,680,warehouse_1,3,1,149.0000,563
681,681,boat_1,3,1,149.0000,564
682,682,warehouse_1,3,0,150.0000,564
683,683,book_1,3,0,151.0000,564
684,684,conference,3,1,151.0000,565
685,685,boat_1,3,0,152.0000,565
686,686,cre_Doc_Workflow,3,1,152.0000,566
687,687,e_commerce,3,1,152.0000,567
688,688,book_1,3,1,152.0000,568
689,689,soccer_3,3,1,152.0000,569
690,690,conference,3,1,152.0000,571
691,691,bakery_1,3,0,153.0000,571
692,692,institution_sports,3,1,153.0000,572
693,693,real_estate_rentals,3,0,154.0000,572
694,694,tv_shows,3,1,154.0000,573
695,695,online_exams,3,1,154.0000,574
696,696,government_shift,3,1,154.0000,575
697,697,vehicle_rent,3,1,154.0000,576
698,698,club_leader,3,1,154.0000,577
699,699,car_racing,3,1,154.0000,578
700,700,cre_Doc_Workflow,3,1,154.0000,579
701,701,cre_Doc_Workflow,3,1,154.0000,580
702,702,book_1,3,1,154.0000,581
703,703,video_game,3,1,154.0000,582
704,704,bike_racing,3,1,154.0000,583
705,705,region_building,3,1,154.0000,584
706,706,boat_1,3,1,154.0000,585
707,707,book_1,3,1,154.0000,586
708,708,government_shift,3,0,155.0000,586
709,709,car_road_race,3,1,155.0000,587
710,710,advertising_agencies,3,1,155.0000,589
711,711,art_1,3,1,155.0000,590
712,712,real_estate_rentals,3,1,155.0000,591
713,713,address_1,3,1,155.0000,592
714,714,cre_Students_Information_Systems,3,0,156.0000,592
715,715,art_1,3,1,156.0000,593
716,716,video_game,3,1,156.0000,594
717,717,cre_Doc_and_collections,3,0,157.0000,594
718,718,e_commerce,3,0,158.0000,594
719,719,country_language,3,0,159.0000,594
720,720,advertising_agencies,3,1,159.0000,595
721,721,customers_and_orders,3,1,159.0000,596
722,722,university_rank,3,1,159.0000,597
723,723,boat_1,3,1,159.0000,598
724,724,e_commerce,3,1,159.0000,599
725,725,vehicle_driver,3,1,159.0000,600
726,726,conference,3,1,159.0000,601
727,727,vehicle_rent,3,1,159.0000,602
728,728,car_racing,3,1,159.0000,603
729,729,conference,3,0,160.0000,603
730,730,book_review,3,1,160.0000,604
731,731,bbc_channels,3,1,160.0000,605
732,732,pilot_1,3,0,161.0000,605
733,733,aan_1,3,1,161.0000,606
734,734,pilot_1,3,0,162.0000,606
735,735,planet_1,3,0,163.0000,606
736,736,university_rank,3,0,164.0000,606
737,737,bike_racing,3,1,164.0000,607
738,738,boat_1,3,1,164.0000,608
739,739,university_rank,3,0,165.0000,608
740,740,planet_1,3,1,165.0000,609
741,741,aan_1,3,1,165.0000,610
742,742,real_estate_rentals,3,1,165.0000,611
743,743,university_rank,3,1,165.0000,612
744,744,tv_shows,3,1,165.0000,613
745,745,district_spokesman,3,1,165.0000,614
746,746,pilot_1,3,1,165.0000,615
747,747,bbc_channels,3,1,165.0000,616
748,748,warehouse_1,3,1,165.0000,617
749,749,conference,3,1,165.0000,618
750,750,book_1,3,0,166.0000,619
751,751,video_game,3,1,166.0000,620
752,752,country_language,3,0,167.0000,620
753,753,bakery_1,3,1,167.0000,621
754,754,customers_and_orders,3,1,167.0000,622
755,755,institution_sports,3,1,167.0000,623
756,756,cre_Doc_Workflow,3,1,167.0000,624
757,757,conference,3,1,167.0000,625
758,758,headphone_store,3,0,168.0000,625
759,759,customers_and_orders,3,1,168.0000,626
760,760,country_language,3,1,168.0000,627
761,761,boat_1,3,0,169.0000,627
762,762,soccer_3,3,1,169.0000,628
763,763,advertising_agencies,3,1,169.0000,629
764,764,e_commerce,3,0,170.0000,629
765,765,headphone_store,3,1,170.0000,630
766,766,advertising_agencies,3,1,170.0000,631
767,767,university_rank,3,1,170.0000,632
768,768,car_racing,3,1,170.0000,633
769,769,bakery_1,3,0,171.0000,633
770,770,conference,3,0,172.0000,633
771,771,customers_and_orders,3,1,172.0000,634
772,772,video_game,3,1,172.0000,635
773,773,country_language,3,1,172.0000,636
774,774,cre_Students_Information_Systems,3,1,172.0000,637
775,775,e_commerce,3,1,172.0000,638
776,776,pilot_1,3,1,172.0000,639
777,777,cre_Students_Information_Systems,3,0,173.0000,639
778,778,art_1,3,1,173.0000,640
779,779,warehouse_1,3,0,174.0000,640
780,780,restaurant_bills,3,1,174.0000,641
781,781,cre_Doc_and_collections,3,1,174.0000,642
782,782,customers_and_orders,3,1,174.0000,643
783,783,government_shift,3,1,174.0000,644
784,784,district_spokesman,3,1,174.0000,645
785,785,headphone_store,3,1,174.0000,646
786,786,advertising_agencies,3,1,174.0000,647
787,787,district_spokesman,3,1,174.0000,648
788,788,country_language,3,1,174.0000,649
789,789,district_spokesman,3,1,174.0000,650
790,790,advertising_agencies,3,1,174.0000,652
791,791,address_1,3,1,174.0000,653
792,792,cre_Doc_and_collections,3,0,175.0000,653
793,793,e_commerce,3,0,176.0000,653
794,794,restaurant_bills,3,1,176.0000,654
795,795,conference,3,0,177.0000,654
796,796,region_building,3,1,177.0000,655
797,797,video_game,3,1,177.0000,656
798,798,region_building,3,1,177.0000,657
799,799,government_shift,3,1,177.0000,658
800,800,warehouse_1,3,1,177.0000,659
801,801,soccer_3,3,1,177.0000,660
802,802,book_press,3,1,177.0000,661
803,803,region_building,3,1,177.0000,662
804,804,vehicle_driver,3,1,177.0000,663
805,805,cre_Doc_and_collections,3,1,177.0000,664
806,806,real_estate_rentals,3,0,178.0000,664
807,807,planet_1,3,1,178.0000,665
808,808,online_exams,3,1,178.0000,666
809,809,address_1,3,1,178.0000,667
810,810,e_commerce,3,1,178.0000,668
811,811,tv_shows,3,1,178.0000,669
812,812,vehicle_rent,3,1,178.0000,670
813,813,planet_1,3,1,178.0000,671
814,814,pilot_1,3,0,179.0000,671
815,815,customers_and_orders,3,1,179.0000,672
816,816,real_estate_rentals,3,0,180.0000,672
817,817,car_racing,3,1,180.0000,673
818,818,advertising_agencies,3,1,180.0000,674
819,819,e_commerce,3,1,180.0000,675
820,820,video_game,3,1,180.0000,678
821,821,bike_racing,3,0,181.0000,678
822,822,advertising_agencies,3,0,182.0000,678
823,823,region_building,3,1,182.0000,679
824,824,vehicle_driver,3,1,182.0000,680
825,825,vehicle_rent,3,1,182.0000,681
826,826,pilot_1,3,1,182.0000,682
827,827,bakery_1,3,1,182.0000,683
828,828,cre_Students_Information_Systems,3,0,183.0000,683
829,829,institution_sports,3,1,183.0000,684
830,830,pilot_1,3,1,183.0000,685
831,831,government_shift,3,1,183.0000,686
832,832,customers_and_orders,3,1,183.0000,687
833,833,aan_1,3,1,183.0000,688
834,834,cre_Doc_Workflow,3,1,183.0000,689
835,835,sing_contest,3,1,183.0000,690
836,836,real_estate_rentals,3,0,184.0000,690
837,837,vehicle_rent,3,1,184.0000,691
838,838,book_1,3,1,184.0000,692
839,839,e_commerce,3,1,184.0000,693
840,840,headphone_store,3,1,184.0000,694
841,841,soccer_3,3,1,184.0000,695
842,842,movie_2,3,0,185.0000,695
843,843,bakery_1,3,1,185.0000,696
844,844,warehouse_1,3,0,186.0000,696
845,845,restaurant_bills,3,1,186.0000,697
846,846,customers_and_orders,3,1,186.0000,698
847,847,country_language,3,1,186.0000,699
848,848,art_1,3,1,186.0000,700
849,849,book_1,3,1,186.0000,701
850,850,address_1,3,1,186.0000,703
851,851,online_exams,3,1,186.0000,704
852,852,bbc_channels,3,0,187.0000,704
853,853,car_road_race,3,1,187.0000,705
854,854,boat_1,3,1,187.0000,706
855,855,university_rank,3,1,187.0000,707
856,856,conference,3,1,187.0000,708
857,857,advertising_agencies,3,1,187.0000,709
858,858,art_1,3,0,188.0000,709
859,859,address_1,3,1,188.0000,710
860,860,art_1,3,0,189.0000,710
861,861,planet_1,3,1,189.0000,711
862,862,address_1,3,1,189.0000,712
863,863,address_1,3,1,189.0000,713
864,864,pilot_1,3,0,190.0000,713
865,865,aan_1,3,1,190.0000,714
866,866,aan_1,3,0,191.0000,714
867,867,club_leader,3,1,191.0000,715
868,868,e_commerce,3,0,192.0000,715
869,869,bakery_1,3,0,193.0000,715
870,870,vehicle_driver,3,1,193.0000,716
871,871,real_estate_rentals,3,0,194.0000,716
872,872,book_press,3,1,194.0000,717
873,873,vehicle_rent,3,1,194.0000,718
874,874,car_road_race,3,1,194.0000,719
875,875,customers_and_orders,3,1,194.0000,720
876,876,tv_shows,3,1,194.0000,721
877,877,e_commerce,3,1,194.0000,722
878,878,country_language,3,1,194.0000,723
879,879,cre_Students_Information_Systems,3,1,194.0000,724
880,880,soccer_3,3,1,194.0000,725
881,881,book_press,3,1,194.0000,726
882,882,book_1,3,1,194.0000,727
883,883,car_racing,3,1,194.0000,728
884,884,planet_1,3,1,194.0000,729
885,885,cre_Students_Information_Systems,3,1,194.0000,730
886,886,cre_Doc_and_collections,3,1,194.0000,731
887,887,conference,3,1,194.0000,732
888,888,car_racing,3,1,194.0000,733
889,889,video_game,3,0,195.0000,733
890,890,club_leader,3,0,196.0000,733
891,891,vehicle_rent,3,0,197.0000,733
892,892,address_1,3,1,197.0000,734
893,893,pilot_1,3,1,197.0000,735
894,894,address_1,3,1,197.0000,736
895,895,car_road_race,3,1,197.0000,737
896,896,real_estate_rentals,3,1,197.0000,738
897,897,cre_Students_Information_Systems,3,1,197.0000,739
898,898,aan_1,3,1,197.0000,740
899,899,planet_1,3,1,197.0000,741
900,900,advertising_agencies,3,1,197.0000,742
901,901,address_1,3,1,197.0000,743
902,902,pilot_1,3,1,197.0000,744
903,903,book_1,3,1,197.0000,745
904,904,book_press,3,0,198.0000,745
905,905,car_racing,3,1,198.0000,746
906,906,bakery_1,3,0,199.0000,746
907,907,district_spokesman,3,1,199.0000,747
908,908,online_exams,3,1,199.0000,748
909,909,cre_Students_Information_Systems,3,1,199.0000,749
910,910,online_exams,3,1,199.0000,751
911,911,aan_1,3,1,199.0000,752
912,912,online_exams,3,1,199.0000,753
913,913,headphone_store,3,0,200.0000,753
914,914,institution_sports,3,1,200.0000,754
915,915,advertising_agencies,3,1,200.0000,755
916,916,car_road_race,3,1,200.0000,756
917,917,real_estate_rentals,3,1,200.0000,757
918,918,conference,3,0,201.0000,757
919,919,address_1,3,0,202.0000,757
920,920,customers_and_orders,3,1,202.0000,759
921,921,cre_Students_Information_Systems,3,1,202.0000,760
922,922,government_shift,3,0,203.0000,760
923,923,car_road_race,3,1,203.0000,761
924,924,aan_1,3,0,204.0000,761
925,925,bakery_1,3,0,205.0000,761
926,926,book_1,3,1,205.0000,762
927,927,boat_1,3,0,206.0000,762
928,928,cre_Doc_and_collections,3,0,207.0000,762
929,929,customers_and_orders,3,1,207.0000,763
930,930,real_estate_rentals,3,1,207.0000,766
931,931,bbc_channels,3,1,207.0000,767
932,932,bakery_1,3,1,207.0000,768
933,933,book_press,3,1,207.0000,769
934,934,e_commerce,3,1,207.0000,770
935,935,planet_1,3,1,207.0000,771
936,936,headphone_store,3,1,207.0000,772
937,937,customers_and_orders,3,1,207.0000,773
938,938,advertising_agencies,3,1,207.0000,774
939,939,real_estate_rentals,3,0,208.0000,774
940,940,country_language,3,1,208.0000,775
941,941,e_commerce,3,1,208.0000,776
942,942,university_rank,3,0,209.0000,776
943,943,university_rank,3,0,210.0000,776
944,944,pilot_1,3,0,211.0000,776
945,945,cre_Doc_and_collections,3,1,211.0000,777
946,946,warehouse_1,3,1,211.0000,778
947,947,university_rank,3,1,211.0000,779
948,948,book_1,3,1,211.0000,780
949,949,planet_1,3,0,212.0000,780
950,950,soccer_3,3,1,212.0000,782
951,951,address_1,3,1,212.0000,783
952,952,online_exams,3,1,212.0000,784
953,953,university_rank,3,1,212.0000,785
954,954,warehouse_1,3,1,212.0000,786
955,955,boat_1,3,1,212.0000,787
956,956,restaurant_bills,3,1,212.0000,788
957,957,institution_sports,3,1,212.0000,789
958,958,sing_contest,3,1,212.0000,790
959,959,warehouse_1,3,1,212.0000,791
960,960,cre_Students_Information_Systems,3,1,212.0000,792
961,961,book_press,3,1,212.0000,793
962,962,movie_2,3,1,212.0000,794
963,963,aan_1,3,1,212.0000,795
964,964,warehouse_1,3,1,212.0000,796
965,965,bakery_1,3,1,212.0000,797
966,966,headphone_store,3,1,212.0000,798
967,967,country_language,3,1,212.0000,799
968,968,bbc_channels,3,1,212.0000,800
969,969,address_1,3,1,212.0000,801
970,970,bakery_1,3,1,212.0000,802
971,971,cre_Students_Information_Systems,3,1,212.0000,803
972,972,warehouse_1,3,0,213.0000,803
973,973,warehouse_1,3,1,213.0000,804
974,974,art_1,3,1,213.0000,805
975,975,boat_1,3,1,213.0000,806
976,976,aan_1,3,0,214.0000,806
977,977,vehicle_driver,3,0,215.0000,806
978,978,car_road_race,3,1,215.0000,807
979,979,vehicle_rent,3,1,215.0000,808
980,980,headphone_store,3,1,215.0000,809
981,981,cre_Students_Information_Systems,3,1,215.0000,810
982,982,online_exams,3,1,215.0000,811
983,983,cre_Students_Information_Systems,3,1,215.0000,812
984,984,planet_1,3,1,215.0000,813
985,985,advertising_agencies,3,1,215.0000,814
986,986,e_commerce,3,0,216.0000,814
987,987,bakery_1,3,1,216.0000,815
988,988,bakery_1,3,1,216.0000,816
989,989,book_1,3,1,216.0000,817
990,990,art_1,3,0,217.0000,818
991,991,planet_1,3,1,217.0000,819
992,992,movie_2,3,1,217.0000,820
993,993,aan_1,3,1,217.0000,821
994,994,district_spokesman,3,1,217.0000,822
995,995,bakery_1,3,1,217.0000,823
996,996,real_estate_rentals,3,1,217.0000,824
997,997,bike_racing,3,1,217.0000,825
998,998,cre_Doc_and_collections,3,1,217.0000,826
999,999,car_road_race,3,1,217.0000,827
1000,1000,art_1,3,1,217.0000,829
1001,1001,real_estate_rentals,3,1,217.0000,830
1002,1002,cre_Students_Information_Systems,3,1,217.0000,831
1003,1003,advertising_agencies,3,0,218.0000,831
1004,1004,vehicle_rent,3,1,218.0000,832
1005,1005,e_commerce,3,1,218.0000,833
1006,1006,boat_1,3,1,218.0000,834
1007,1007,movie_2,3,1,218.0000,835
1008,1008,customers_and_orders,3,1,218.0000,836
1009,1009,art_1,3,1,218.0000,837
1010,1010,university_rank,3,1,218.0000,838
1011,1011,headphone_store,3,0,219.0000,838
1012,1012,bbc_channels,3,1,219.0000,839
1013,1013,car_racing,3,1,219.0000,840
1014,1014,address_1,3,1,219.0000,841
1015,1015,region_building,3,1,219.0000,842
1016,1016,pilot_1,3,1,219.0000,843
1017,1017,video_game,3,1,219.0000,844
1018,1018,art_1,3,0,220.0000,844
1019,1019,e_commerce,3,0,221.0000,844
1020,1020,bakery_1,3,1,221.0000,845
1021,1021,restaurant_bills,3,1,221.0000,846
1022,1022,book_press,3,1,221.0000,847
1023,1023,book_1,3,1,221.0000,848
1024,1024,aan_1,3,1,221.0000,849
1025,1025,e_commerce,3,1,221.0000,850
1026,1026,car_road_race,3,1,221.0000,851
1027,1027,advertising_agencies,3,1,221.0000,852
1028,1028,boat_1,3,1,221.0000,853
1029,1029,art_1,3,1,221.0000,854
1030,1030,bike_racing,3,1,221.0000,855
1031,1031,university_rank,3,1,221.0000,856
1032,1032,art_1,3,1,221.0000,857
1033,1033,art_1,3,1,221.0000,858
1034,1034,address_1,3,1,221.0000,859
1035,1035,warehouse_1,3,1,221.0000,860
1036,1036,vehicle_driver,3,1,221.0000,861
1037,1037,address_1,3,0,222.0000,861
1038,1038,sing_contest,3,1,222.0000,862
1039,1039,cre_Doc_and_collections,3,1,222.0000,863
1040,1040,real_estate_rentals,3,1,222.0000,864
1041,1041,aan_1,3,1,222.0000,865
1042,1042,book_press,3,1,222.0000,866
1043,1043,address_1,3,1,222.0000,867
1044,1044,cre_Students_Information_Systems,3,1,222.0000,868
1045,1045,e_commerce,3,0,223.0000,868
1046,1046,e_commerce,3,1,223.0000,869
1047,1047,region_building,3,1,223.0000,870
1048,1048,vehicle_rent,3,1,223.0000,871
1049,1049,restaurant_bills,3,1,223.0000,872
1050,1050,cre_Doc_and_collections,3,1,223.0000,873
1051,1051,warehouse_1,3,0,224.0000,873
1052,1052,aan_1,3,1,224.0000,874
1053,1053,cre_Students_Information_Systems,3,0,225.0000,874
1054,1054,cre_Doc_and_collections,3,1,225.0000,875
1055,1055,bakery_1,3,1,225.0000,876
1056,1056,art_1,3,1,225.0000,877
1057,1057,sing_contest,3,1,225.0000,878
1058,1058,restaurant_bills,3,1,225.0000,879
1059,1059,soccer_3,3,1,225.0000,880
1060,1060,planet_1,3,1,225.0000,881
1061,1061,government_shift,3,0,226.0000,881
1062,1062,real_estate_rentals,3,1,226.0000,882
1063,1063,cre_Doc_and_collections,3,1,226.0000,883
1064,1064,conference,3,1,226.0000,884
1065,1065,e_commerce,3,1,226.0000,885
1066,1066,boat_1,3,0,227.0000,885
1067,1067,video_game,3,1,227.0000,886
1068,1068,boat_1,3,1,227.0000,887
1069,1069,government_shift,3,0,228.0000,887
1070,1070,conference,3,0,229.0000,887
1071,1071,e_commerce,3,1,229.0000,888
1072,1072,pilot_1,3,1,229.0000,889
1073,1073,art_1,3,1,229.0000,890
1074,1074,headphone_store,3,1,229.0000,891
1075,1075,advertising_agencies,3,1,229.0000,892
1076,1076,bbc_channels,3,1,229.0000,893
1077,1077,video_game,3,1,229.0000,894
1078,1078,conference,3,1,229.0000,895
1079,1079,movie_2,3,0,230.0000,895
1080,1080,cre_Students_Information_Systems,3,1,230.0000,896
1081,1081,bakery_1,3,1,230.0000,897
1082,1082,book_1,3,1,230.0000,898
1083,1083,bakery_1,3,1,230.0000,899
1084,1084,advertising_agencies,3,1,230.0000,900
1085,1085,vehicle_driver,3,0,231.0000,900
1086,1086,car_racing,3,1,231.0000,901
1087,1087,soccer_3,3,1,231.0000,902
1088,1088,university_rank,3,1,231.0000,903
1089,1089,aan_1,3,1,231.0000,904
1090,1090,address_1,3,1,231.0000,905
1091,1091,aan_1,3,1,231.0000,906
1092,1092,pilot_1,3,1,231.0000,907
1093,1093,headphone_store,3,1,231.0000,908
1094,1094,e_commerce,3,1,231.0000,909
1095,1095,art_1,3,0,232.0000,909
1096,1096,book_review,3,1,232.0000,910
1097,1097,movie_2,3,0,233.0000,910
1098,1098,vehicle_driver,3,1,233.0000,911
1099,1099,cre_Students_Information_Systems,3,1,233.0000,912
1100,1100,online_exams,3,1,233.0000,913
1101,1101,boat_1,3,1,233.0000,914
1102,1102,warehouse_1,3,1,233.0000,915
1103,1103,cre_Students_Information_Systems,3,1,233.0000,916
1104,1104,boat_1,3,1,233.0000,917
1105,1105,boat_1,3,1,233.0000,918
1106,1106,movie_2,3,1,233.0000,919
1107,1107,cre_Doc_Workflow,3,1,233.0000,920
1108,1108,advertising_agencies,3,1,233.0000,921
1109,1109,advertising_agencies,3,1,233.0000,922
1110,1110,boat_1,3,1,233.0000,923
1111,1111,cre_Doc_Workflow,3,1,233.0000,924
1112,1112,pilot_1,3,1,233.0000,925
1113,1113,art_1,3,1,233.0000,926
1114,1114,warehouse_1,3,1,233.0000,927
1115,1115,customers_and_orders,3,1,233.0000,928
1116,1116,real_estate_rentals,3,1,233.0000,929
1117,1117,government_shift,3,0,234.0000,929
1118,1118,advertising_agencies,3,1,234.0000,930
1119,1119,government_shift,3,1,234.0000,931
1120,1120,pilot_1,3,1,234.0000,932
1121,1121,art_1,3,1,234.0000,933
1122,1122,vehicle_driver,3,1,234.0000,934
1123,1123,car_road_race,3,1,234.0000,935
1124,1124,book_1,3,0,235.0000,935
1125,1125,university_rank,3,1,235.0000,936
1126,1126,planet_1,3,1,235.0000,937
1127,1127,customers_and_orders,3,1,235.0000,938
1128,1128,planet_1,3,1,235.0000,939
1129,1129,vehicle_driver,3,1,235.0000,940
1130,1130,car_road_race,3,1,235.0000,941
1131,1131,pilot_1,3,1,235.0000,942
1132,1132,cre_Doc_and_collections,3,0,236.0000,942
1133,1133,aan_1,3,0,237.0000,942
1134,1134,club_leader,3,1,237.0000,943
1135,1135,bakery_1,3,1,237.0000,944
1136,1136,cre_Students_Information_Systems,3,1,237.0000,945
1137,1137,boat_1,3,1,237.0000,946
1138,1138,bakery_1,3,1,237.0000,947
1139,1139,e_commerce,3,1,237.0000,948
1140,1140,art_1,3,1,237.0000,949
1141,1141,car_racing,3,1,237.0000,950
1142,1142,bakery_1,3,1,237.0000,951
1143,1143,car_racing,3,1,237.0000,952
1144,1144,art_1,3,1,237.0000,953
1145,1145,car_road_race,3,1,237.0000,954
1146,1146,customers_and_orders,3,1,237.0000,955
1147,1147,car_road_race,3,1,237.0000,956
1148,1148,restaurant_bills,3,1,237.0000,957
1149,1149,aan_1,3,1,237.0000,958
1150,1150,restaurant_bills,3,1,237.0000,959
